Commodity,Year,Attribute,Value,Notes
Fruits and vegetables (fresh weight equivalent): Per capita availability,2017,Vegetables-Processing-Freezing-Pounds,72.87702892,"Includes asparagus, lima beans, snap beans, broccoli, carrots, cauliflower, sweet corn, green peas, potatoes, spinach and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2018,Vegetables-Processing-Freezing-Pounds,75.62101615,"Includes asparagus, lima beans, snap beans, broccoli, carrots, cauliflower, sweet corn, green peas, potatoes, spinach and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2019,Vegetables-Processing-Freezing-Pounds,72.07539423,"Includes asparagus, lima beans, snap beans, broccoli, carrots, cauliflower, sweet corn, green peas, potatoes, spinach and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1970,Vegetables-Processing-Dried-Pounds,13.16506681,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1971,Vegetables-Processing-Dried-Pounds,13.81053164,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1972,Vegetables-Processing-Dried-Pounds,13.31420465,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1973,Vegetables-Processing-Dried-Pounds,14.24766197,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1974,Vegetables-Processing-Dried-Pounds,16.06412239,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1975,Vegetables-Processing-Dried-Pounds,16.66982979,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1976,Vegetables-Processing-Dried-Pounds,17.10080524,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1977,Vegetables-Processing-Dried-Pounds,12.72335427,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1978,Vegetables-Processing-Dried-Pounds,13.38904896,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1979,Vegetables-Processing-Dried-Pounds,13.11557178,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1980,Vegetables-Processing-Dried-Pounds,10.5419894,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1981,Vegetables-Processing-Dried-Pounds,11.65454881,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1982,Vegetables-Processing-Dried-Pounds,12.38512648,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1983,Vegetables-Processing-Dried-Pounds,11.63582535,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1984,Vegetables-Processing-Dried-Pounds,11.77401165,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1985,Vegetables-Processing-Dried-Pounds,12.78171347,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1986,Vegetables-Processing-Dried-Pounds,12.82479462,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1987,Vegetables-Processing-Dried-Pounds,12.27517051,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1988,Vegetables-Processing-Dried-Pounds,12.09362984,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1989,Vegetables-Processing-Dried-Pounds,12.40242024,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1990,Vegetables-Processing-Dried-Pounds,14.87320622,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1991,Vegetables-Processing-Dried-Pounds,15.40066745,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1992,Vegetables-Processing-Dried-Pounds,14.2648609,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1993,Vegetables-Processing-Dried-Pounds,15.65939583,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1994,Vegetables-Processing-Dried-Pounds,14.16861096,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1995,Vegetables-Processing-Dried-Pounds,14.53062685,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1996,Vegetables-Processing-Dried-Pounds,17.52381425,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1997,Vegetables-Processing-Dried-Pounds,16.38970122,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1998,Vegetables-Processing-Dried-Pounds,17.61375264,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1999,Vegetables-Processing-Dried-Pounds,14.61217326,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2000,Vegetables-Processing-Dried-Pounds,17.56819633,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2001,Vegetables-Processing-Dried-Pounds,16.34362566,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2002,Vegetables-Processing-Dried-Pounds,16.69823579,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2003,Vegetables-Processing-Dried-Pounds,18.45315111,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2004,Vegetables-Processing-Dried-Pounds,16.15970996,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2005,Vegetables-Processing-Dried-Pounds,14.8441318,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2006,Vegetables-Processing-Dried-Pounds,14.99777893,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2007,Vegetables-Processing-Dried-Pounds,15.00450814,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2008,Vegetables-Processing-Dried-Pounds,15.03688176,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2009,Vegetables-Processing-Dried-Pounds,14.88883351,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2010,Vegetables-Processing-Dried-Pounds,14.14913312,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2011,Vegetables-Processing-Dried-Pounds,13.89969566,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2012,Vegetables-Processing-Dried-Pounds,18.14797247,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2013,Vegetables-Processing-Dried-Pounds,16.76236637,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2014,Vegetables-Processing-Dried-Pounds,16.58393903,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2015,Vegetables-Processing-Dried-Pounds,17.27219513,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2016,Vegetables-Processing-Dried-Pounds,17.95215436,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2017,Vegetables-Processing-Dried-Pounds,17.29677556,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2018,Vegetables-Processing-Dried-Pounds,20.18907394,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2019,Vegetables-Processing-Dried-Pounds,18.12653936,Includes potatoes and onions.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1970,Vegetables-Processing-Potatoes for chips-Pounds,17.39071065,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1971,Vegetables-Processing-Potatoes for chips-Pounds,17.15223369,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1972,Vegetables-Processing-Potatoes for chips-Pounds,16.66396692,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1973,Vegetables-Processing-Potatoes for chips-Pounds,16.29543814,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1974,Vegetables-Processing-Potatoes for chips-Pounds,15.72614962,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1975,Vegetables-Processing-Potatoes for chips-Pounds,15.48434295,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1976,Vegetables-Processing-Potatoes for chips-Pounds,15.75205816,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1977,Vegetables-Processing-Potatoes for chips-Pounds,16.23917653,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1978,Vegetables-Processing-Potatoes for chips-Pounds,16.51602363,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1979,Vegetables-Processing-Potatoes for chips-Pounds,16.65694128,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1980,Vegetables-Processing-Potatoes for chips-Pounds,16.48697751,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1981,Vegetables-Processing-Potatoes for chips-Pounds,16.58978319,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1982,Vegetables-Processing-Potatoes for chips-Pounds,16.99168191,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1983,Vegetables-Processing-Potatoes for chips-Pounds,17.75797121,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1984,Vegetables-Processing-Potatoes for chips-Pounds,17.97102611,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1985,Vegetables-Processing-Potatoes for chips-Pounds,17.59508324,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1986,Vegetables-Processing-Potatoes for chips-Pounds,18.14282027,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1987,Vegetables-Processing-Potatoes for chips-Pounds,17.5850701,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1988,Vegetables-Processing-Potatoes for chips-Pounds,17.0962711,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1989,Vegetables-Processing-Potatoes for chips-Pounds,17.37178112,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1990,Vegetables-Processing-Potatoes for chips-Pounds,16.31975391,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1991,Vegetables-Processing-Potatoes for chips-Pounds,17.15169916,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1992,Vegetables-Processing-Potatoes for chips-Pounds,16.97167029,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1993,Vegetables-Processing-Potatoes for chips-Pounds,17.4759818,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1994,Vegetables-Processing-Potatoes for chips-Pounds,16.19561343,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1995,Vegetables-Processing-Potatoes for chips-Pounds,16.11567546,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1996,Vegetables-Processing-Potatoes for chips-Pounds,16.1668608,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1997,Vegetables-Processing-Potatoes for chips-Pounds,15.2200445,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1998,Vegetables-Processing-Potatoes for chips-Pounds,14.2954409,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1999,Vegetables-Processing-Potatoes for chips-Pounds,15.46644403,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2000,Vegetables-Processing-Potatoes for chips-Pounds,15.61843938,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2001,Vegetables-Processing-Potatoes for chips-Pounds,17.3855419,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2002,Vegetables-Processing-Potatoes for chips-Pounds,16.27890746,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2003,Vegetables-Processing-Potatoes for chips-Pounds,17.17735693,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2004,Vegetables-Processing-Potatoes for chips-Pounds,16.43923485,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2005,Vegetables-Processing-Potatoes for chips-Pounds,16.04912021,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2006,Vegetables-Processing-Potatoes for chips-Pounds,18.61621716,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2007,Vegetables-Processing-Potatoes for chips-Pounds,18.58157626,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2008,Vegetables-Processing-Potatoes for chips-Pounds,15.68428531,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2009,Vegetables-Processing-Potatoes for chips-Pounds,13.65402326,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2010,Vegetables-Processing-Potatoes for chips-Pounds,14.99837066,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2011,Vegetables-Processing-Potatoes for chips-Pounds,16.76964466,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2012,Vegetables-Processing-Potatoes for chips-Pounds,17.59110692,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2013,Vegetables-Processing-Potatoes for chips-Pounds,17.81912288,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2014,Vegetables-Processing-Potatoes for chips-Pounds,19.95815474,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2015,Vegetables-Processing-Potatoes for chips-Pounds,19.56076725,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2016,Vegetables-Processing-Potatoes for chips-Pounds,16.57931679,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2017,Vegetables-Processing-Potatoes for chips-Pounds,17.79651451,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2018,Vegetables-Processing-Potatoes for chips-Pounds,17.79410261,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2019,Vegetables-Processing-Potatoes for chips-Pounds,17.92154985,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1970,Vegetables-Processing-Legumes-Pounds,6.956327794,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1971,Vegetables-Processing-Legumes-Pounds,7.412198162,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1972,Vegetables-Processing-Legumes-Pounds,6.55653954,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1973,Vegetables-Processing-Legumes-Pounds,7.985081715,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1974,Vegetables-Processing-Legumes-Pounds,6.171604852,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1975,Vegetables-Processing-Legumes-Pounds,7.177420301,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1976,Vegetables-Processing-Legumes-Pounds,6.838502707,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1977,Vegetables-Processing-Legumes-Pounds,6.996298287,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1978,Vegetables-Processing-Legumes-Pounds,5.677676226,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1979,Vegetables-Processing-Legumes-Pounds,6.101492341,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1980,Vegetables-Processing-Legumes-Pounds,5.899329064,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1981,Vegetables-Processing-Legumes-Pounds,5.937576164,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1982,Vegetables-Processing-Legumes-Pounds,7.690761077,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1983,Vegetables-Processing-Legumes-Pounds,6.66627395,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1984,Vegetables-Processing-Legumes-Pounds,5.836199874,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1985,Vegetables-Processing-Legumes-Pounds,7.355740266,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1986,Vegetables-Processing-Legumes-Pounds,7.061071611,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1987,Vegetables-Processing-Legumes-Pounds,5.96279018,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1988,Vegetables-Processing-Legumes-Pounds,7.548046487,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1989,Vegetables-Processing-Legumes-Pounds,6.03717714,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1990,Vegetables-Processing-Legumes-Pounds,7.196206006,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1991,Vegetables-Processing-Legumes-Pounds,7.907022654,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1992,Vegetables-Processing-Legumes-Pounds,8.416504163,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1993,Vegetables-Processing-Legumes-Pounds,7.737076409,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1994,Vegetables-Processing-Legumes-Pounds,8.149721258,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1995,Vegetables-Processing-Legumes-Pounds,8.456677785,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1996,Vegetables-Processing-Legumes-Pounds,8.084348816,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1997,Vegetables-Processing-Legumes-Pounds,8.295463636,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1998,Vegetables-Processing-Legumes-Pounds,8.061055476,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1999,Vegetables-Processing-Legumes-Pounds,8.39646146,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2000,Vegetables-Processing-Legumes-Pounds,8.489134838,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2001,Vegetables-Processing-Legumes-Pounds,7.756230006,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2002,Vegetables-Processing-Legumes-Pounds,7.551734392,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2003,Vegetables-Processing-Legumes-Pounds,7.338593106,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2004,Vegetables-Processing-Legumes-Pounds,6.580502928,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2005,Vegetables-Processing-Legumes-Pounds,6.816947021,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2006,Vegetables-Processing-Legumes-Pounds,7.573237463,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2007,Vegetables-Processing-Legumes-Pounds,7.076780729,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2008,Vegetables-Processing-Legumes-Pounds,6.966475658,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2009,Vegetables-Processing-Legumes-Pounds,6.768781909,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2010,Vegetables-Processing-Legumes-Pounds,8.787873911,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2011,Vegetables-Processing-Legumes-Pounds,6.332301332,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2012,Vegetables-Processing-Legumes-Pounds,6.289198851,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2013,Vegetables-Processing-Legumes-Pounds,6.161930701,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2014,Vegetables-Processing-Legumes-Pounds,6.779213974,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2015,Vegetables-Processing-Legumes-Pounds,8.376419741,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2016,Vegetables-Processing-Legumes-Pounds,11.54158781,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2017,Vegetables-Processing-Legumes-Pounds,11.55458394,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2018,Vegetables-Processing-Legumes-Pounds,13.23276821,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2019,Vegetables-Processing-Legumes-Pounds,9.382469767,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1970,Vegetables-Processing-Total processed vegetables-Pounds,181.9112125,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1971,Vegetables-Processing-Total processed vegetables-Pounds,191.4956301,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1972,Vegetables-Processing-Total processed vegetables-Pounds,186.3577181,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1973,Vegetables-Processing-Total processed vegetables-Pounds,187.4330008,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1974,Vegetables-Processing-Total processed vegetables-Pounds,188.1462923,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1975,Vegetables-Processing-Total processed vegetables-Pounds,189.8489474,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1976,Vegetables-Processing-Total processed vegetables-Pounds,200.7294271,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1977,Vegetables-Processing-Total processed vegetables-Pounds,196.6813014,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1978,Vegetables-Processing-Total processed vegetables-Pounds,191.219837,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1979,Vegetables-Processing-Total processed vegetables-Pounds,191.923903,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1980,Vegetables-Processing-Total processed vegetables-Pounds,186.9699963,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1981,Vegetables-Processing-Total processed vegetables-Pounds,189.4599066,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1982,Vegetables-Processing-Total processed vegetables-Pounds,186.5601501,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1983,Vegetables-Processing-Total processed vegetables-Pounds,188.4637715,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1984,Vegetables-Processing-Total processed vegetables-Pounds,200.9131123,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1985,Vegetables-Processing-Total processed vegetables-Pounds,201.5353916,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1986,Vegetables-Processing-Total processed vegetables-Pounds,202.1768605,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1987,Vegetables-Processing-Total processed vegetables-Pounds,201.803942,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1988,Vegetables-Processing-Total processed vegetables-Pounds,195.643094,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1989,Vegetables-Processing-Total processed vegetables-Pounds,204.9366753,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1990,Vegetables-Processing-Total processed vegetables-Pounds,215.3450703,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1991,Vegetables-Processing-Total processed vegetables-Pounds,225.3022158,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1992,Vegetables-Processing-Total processed vegetables-Pounds,220.1681578,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1993,Vegetables-Processing-Total processed vegetables-Pounds,226.1587633,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1994,Vegetables-Processing-Total processed vegetables-Pounds,225.7892696,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1995,Vegetables-Processing-Total processed vegetables-Pounds,226.1560874,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1996,Vegetables-Processing-Total processed vegetables-Pounds,232.0410254,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1997,Vegetables-Processing-Total processed vegetables-Pounds,225.4993484,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1998,Vegetables-Processing-Total processed vegetables-Pounds,225.7295788,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1999,Vegetables-Processing-Total processed vegetables-Pounds,222.7680717,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2000,Vegetables-Processing-Total processed vegetables-Pounds,224.5217067,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2001,Vegetables-Processing-Total processed vegetables-Pounds,217.6647681,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2002,Vegetables-Processing-Total processed vegetables-Pounds,217.7238234,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2003,Vegetables-Processing-Total processed vegetables-Pounds,222.424945,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2004,Vegetables-Processing-Total processed vegetables-Pounds,220.5211041,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2005,Vegetables-Processing-Total processed vegetables-Pounds,218.9400387,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2006,Vegetables-Processing-Total processed vegetables-Pounds,210.6823753,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2007,Vegetables-Processing-Total processed vegetables-Pounds,213.2186905,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2008,Vegetables-Processing-Total processed vegetables-Pounds,205.8981618,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2009,Vegetables-Processing-Total processed vegetables-Pounds,207.7692593,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2010,Vegetables-Processing-Total processed vegetables-Pounds,208.3436447,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2011,Vegetables-Processing-Total processed vegetables-Pounds,198.6747199,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2012,Vegetables-Processing-Total processed vegetables-Pounds,205.2865937,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2013,Vegetables-Processing-Total processed vegetables-Pounds,199.7465052,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2014,Vegetables-Processing-Total processed vegetables-Pounds,203.6127351,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2015,Vegetables-Processing-Total processed vegetables-Pounds,197.3356448,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2016,Vegetables-Processing-Total processed vegetables-Pounds,201.0988267,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2017,Vegetables-Processing-Total processed vegetables-Pounds,202.8697943,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2018,Vegetables-Processing-Total processed vegetables-Pounds,216.6203535,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,2019,Vegetables-Processing-Total processed vegetables-Pounds,204.1394376,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1970,Vegetables-Total vegetables-Pounds,336.2649349,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1971,Vegetables-Total vegetables-Pounds,339.5460359,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1972,Vegetables-Total vegetables-Pounds,337.7652902,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1973,Vegetables-Total vegetables-Pounds,335.5415728,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1974,Vegetables-Total vegetables-Pounds,334.3182187,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1975,Vegetables-Total vegetables-Pounds,338.9436138,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1976,Vegetables-Total vegetables-Pounds,349.0865175,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1977,Vegetables-Total vegetables-Pounds,345.522021,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1978,Vegetables-Total vegetables-Pounds,335.1159804,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1979,Vegetables-Total vegetables-Pounds,340.9444922,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1980,Vegetables-Total vegetables-Pounds,338.7309215,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1981,Vegetables-Total vegetables-Pounds,334.9203164,Computed from unrounded data.
